Shipment_ID,Order_ID,Agent_ID,Route_ID,Warehouse_ID,Pickup_Date,Delivery_Date,Delivery_Status,Delay_Hours,Delivery_Feedback,Delay_Reason
S00675,O0212,A0034,R007,W004,2024-05-05 01:42:02,2024-05-06 15:59:25,Delivered,0.2,Positive,Weather
S00676,O0271,A0006,R016,W010,2024-08-11 09:49:11,2024-08-13 03:47:52,Delivered,0.8,Negative,Technical Issue
S00677,O0163,A0017,R017,W010,2024-09-11 00:01:55,2024-09-17 13:33:38,Delivered,114.7,Positive,Traffic
S00678,O0289,A0032,R017,W008,2024-08-11 22:12:30,2024-08-15 02:32:44,Delivered,33.7,Positive,Technical Issue
S00679,O0120,A0046,R010,W004,2024-09-22 13:18:19,2024-09-23 04:43:12,Delivered,3.4,Positive,Traffic
S00680,O0061,A0048,R007,W010,2024-11-20 17:09:21,2024-11-22 10:53:45,Delivered,3,Neutral,Traffic
S00681,O0180,A0036,R007,W001,2025-09-30 15:32:31,2025-10-02 11:32:22,Delivered,2.1,Positive,Weather
S00682,O0131,A0005,R010,W005,2025-05-16 21:04:52,2025-05-17 12:52:08,Delivered,2.4,Neutral,Traffic
S00683,O0004,A0008,R011,W006,2024-08-30 15:06:46,2024-08-31 07:29:43,Delivered,0,Positive,None
S00684,O0015,A0012,R007,W006,2025-01-10 23:21:56,2025-01-17 01:05:49,Returned,108.7,Positive,Technical Issue
S00685,O0019,A0042,R005,W008,2024-11-30 00:52:19,2024-12-01 01:34:10,In Transit,1.8,Positive,Technical Issue
S00686,O0275,A0022,R015,W007,2024-10-15 07:18:26,2024-10-18 11:59:04,Delivered,65.8,Positive,Traffic
S00687,O0154,A0037,R011,W009,2025-09-02 10:27:12,2025-09-03 02:05:05,Delivered,1.2,Neutral,Traffic
S00688,O0170,A0023,R003,W003,2024-07-19 11:55:14,2024-07-20 17:49:23,Delivered,3.7,Positive,Technical Issue
S00689,O0193,A0041,R018,W003,2024-10-10 16:16:25,2024-10-12 11:52:30,Delivered,1.3,Neutral,Technical Issue
S00690,O0060,A0049,R010,W006,2024-08-15 03:16:50,2024-08-15 15:56:23,Delivered,0.3,Positive,Weather
S00691,O0045,A0032,R008,W006,2024-12-07 13:35:53,2024-12-08 06:34:25,Delivered,0.8,Negative,Weather
S00692,O0155,A0012,R004,W006,2024-03-29 17:30:48,2024-04-05 16:53:20,Delivered,114,Positive,Technical Issue
S00693,O0228,A0033,R001,W008,2025-10-04 20:04:53,2025-10-06 11:16:04,Delivered,3.9,Positive,Weather
S00694,O0248,A0047,R017,W005,2024-04-12 04:03:43,2024-04-15 21:49:23,Delivered,42.7,Positive,Weather
S00695,O0051,A0034,R005,W004,2024-12-18 05:18:33,2024-12-19 13:34:19,Delivered,1.6,Positive,Traffic
S00696,O0268,A0008,R001,W005,2025-03-31 13:49:41,2025-04-03 03:37:33,Delivered,14.8,Positive,Weather
S00697,O0171,A0030,R002,W002,2024-11-10 00:30:28,2024-11-14 00:50:22,Delivered,69.7,Neutral,Technical Issue
S00698,O0012,A0037,R010,W004,2025-09-27 20:28:07,2025-09-28 11:48:32,Delivered,1.2,Positive,Traffic
S00699,O0142,A0035,R011,W008,2024-05-03 00:49:00,2024-05-03 18:38:42,Delivered,1.2,Negative,Weather
S00700,O0081,A0018,R004,W001,2025-04-02 16:27:40,2025-04-04 17:39:18,Delivered,0.4,Positive,Technical Issue
S00701,O0106,A0035,R012,W009,2024-10-22 17:31:16,2024-10-24 10:37:14,In Transit,0.6,Positive,Traffic
S00702,O0146,A0037,R008,W003,2024-07-22 14:06:13,2024-07-23 11:24:19,Delivered,2.7,Positive,Weather
S00703,O0174,A0035,R015,W001,2024-01-14 21:57:23,2024-01-15 11:31:32,Delivered,0.6,Positive,Weather
S00704,O0026,A0007,R013,W001,2024-04-22 21:05:30,2024-04-24 07:16:26,Delivered,0.1,Positive,Technical Issue
S00705,O0229,A0040,R012,W005,2025-07-02 21:02:59,2025-07-07 15:59:09,Delivered,65.6,Positive,Weather
S00706,O0274,A0006,R015,W010,2024-08-27 15:20:42,2024-08-29 10:24:10,Delivered,26.2,Neutral,Weather
S00707,O0240,A0007,R015,W005,2024-03-22 15:32:43,2024-03-24 19:20:54,Delivered,38,Positive,Weather
S00708,O0239,A0031,R008,W004,2024-01-12 15:24:04,2024-01-13 13:06:22,Delivered,3.5,Neutral,Weather
S00709,O0187,A0026,R006,W006,2024-10-25 02:47:48,2024-10-26 10:11:13,Delivered,2.6,Positive,Traffic
S00710,O0034,A0031,R004,W006,2025-06-30 16:48:49,2025-07-04 00:33:31,Delivered,26,Neutral,Traffic
S00711,O0145,A0050,R012,W010,2024-01-31 15:59:45,2024-02-03 03:47:17,Delivered,0.9,Positive,Weather
S00712,O0208,A0046,R004,W006,2024-05-19 10:07:56,2024-05-22 01:28:05,Delivered,0.9,Negative,Traffic
S00713,O0155,A0035,R015,W007,2024-04-03 01:12:29,2024-04-03 13:46:36,Delivered,0.9,Positive,Weather
S00714,O0125,A0036,R006,W008,2025-02-24 14:27:07,2025-02-25 14:17:28,In Transit,0.1,Positive,Technical Issue
S00715,O0221,A0028,R019,W006,2024-11-29 15:28:00,2024-11-30 11:06:06,Delivered,3.7,Positive,Traffic
S00716,O0040,A0048,R019,W008,2024-07-25 08:54:33,2024-07-26 02:17:28,Delivered,0.9,Positive,Weather
S00717,O0167,A0036,R004,W008,2024-07-17 22:42:13,2024-07-26 00:25:58,Delivered,129.2,Positive,Weather
S00718,O0036,A0039,R004,W010,2024-03-03 20:41:25,2024-03-05 22:10:58,Delivered,0.6,Positive,Traffic
S00719,O0032,A0006,R007,W003,2024-04-23 21:55:38,2024-04-28 13:28:08,Delivered,68.9,Positive,Weather
S00720,O0076,A0043,R005,W008,2024-04-24 06:45:19,2024-04-25 08:08:17,Delivered,0.5,Negative,Traffic
S00721,O0296,A0029,R007,W004,2025-01-03 02:55:32,2025-01-04 11:05:10,Delivered,0.8,Neutral,Traffic
S00722,O0156,A0028,R012,W002,2025-04-24 21:02:35,2025-04-27 10:04:11,Delivered,4.4,Positive,Traffic
S00723,O0262,A0026,R005,W005,2025-02-22 17:41:26,2025-03-03 15:19:32,Delivered,189.2,Positive,Weather
S00724,O0028,A0001,R018,W006,2025-06-25 19:25:42,2025-06-28 01:59:23,Delivered,15.7,Positive,Traffic
S00725,O0121,A0028,R019,W007,2024-09-06 21:34:49,2024-09-08 11:26:48,Delivered,19.9,Positive,Weather
S00726,O0208,A0025,R014,W009,2024-05-15 16:48:01,2024-05-16 19:41:48,Delivered,0.8,Positive,Traffic
S00727,O0097,A0036,R013,W006,2024-12-22 17:02:14,2024-12-24 03:40:15,Delivered,0.5,Positive,Traffic
S00728,O0065,A0009,R001,W002,2025-08-11 09:32:09,2025-08-12 18:14:52,Delivered,0,Positive,None
S00729,O0250,A0043,R014,W003,2024-05-14 08:16:38,2024-05-15 14:01:46,Delivered,0.6,Neutral,Technical Issue
S00730,O0213,A0030,R020,W007,2024-10-30 01:04:24,2024-10-31 02:23:13,Delivered,2,Positive,Traffic
S00731,O0218,A0036,R015,W007,2024-11-04 05:35:19,2024-11-04 20:09:09,Delivered,0.4,Positive,Weather
S00732,O0004,A0037,R016,W004,2024-09-01 12:39:59,2024-09-03 10:59:47,Delivered,1.2,Positive,Traffic
S00733,O0280,A0037,R012,W001,2025-04-05 09:52:01,2025-04-07 10:29:05,Delivered,0.2,Neutral,Traffic
S00734,O0189,A0008,R019,W008,2024-05-02 22:44:30,2024-05-03 15:58:43,Delivered,0.6,Positive,Traffic
S00735,O0270,A0049,R009,W008,2024-10-13 09:45:32,2024-10-14 09:23:09,Delivered,0.6,Positive,Weather
S00736,O0046,A0016,R016,W002,2025-05-18 06:52:18,2025-05-19 13:26:15,Delivered,0.2,Neutral,Weather
S00737,O0297,A0020,R020,W001,2024-11-18 08:16:57,2024-11-20 04:25:14,Delivered,20.5,Positive,Weather
S00738,O0241,A0030,R017,W008,2025-03-14 21:10:32,2025-03-16 16:35:28,Delivered,1.6,Positive,Weather
S00739,O0151,A0019,R006,W001,2025-01-11 20:54:00,2025-01-15 17:45:30,Delivered,71.4,Positive,Traffic
S00740,O0289,A0017,R002,W008,2024-08-12 21:48:51,2024-08-13 20:15:55,Delivered,0.2,Positive,Traffic
S00741,O0150,A0048,R020,W001,2025-03-09 11:29:49,2025-03-10 11:56:14,Delivered,1.1,Negative,Technical Issue
S00742,O0259,A0005,R009,W005,2024-08-29 15:35:10,2024-08-30 13:34:42,Delivered,0.9,Positive,Traffic
S00743,O0132,A0001,R004,W010,2025-02-20 03:33:16,2025-02-24 13:20:45,Delivered,42,Positive,Weather
S00744,O0229,A0024,R006,W005,2025-07-05 22:26:06,2025-07-07 01:54:40,Delivered,0.5,Positive,Traffic
S00745,O0271,A0003,R011,W002,2024-08-07 21:02:48,2024-08-15 08:36:22,Delivered,160,Positive,Technical Issue
S00746,O0079,A0032,R014,W007,2024-02-23 19:23:12,2024-02-26 03:43:09,Delivered,23.7,Neutral,Traffic
S00747,O0086,A0014,R019,W006,2024-04-16 12:15:39,2024-04-17 07:56:48,Delivered,1.4,Positive,Weather
S00748,O0060,A0004,R006,W008,2024-08-13 19:28:05,2024-08-14 20:33:42,In Transit,0,Positive,None
S00749,O0273,A0015,R013,W007,2024-03-15 05:44:23,2024-03-16 16:03:36,In Transit,3.3,Neutral,Traffic
S00750,O0223,A0001,R010,W008,2025-05-03 01:22:25,2025-05-06 12:03:04,Delivered,72.2,Positive,Weather
S00751,O0022,A0007,R018,W006,2025-04-18 03:25:43,2025-04-26 00:36:10,In Transit,150,Positive,Traffic
S00752,O0140,A0022,R009,W005,2024-02-01 18:17:59,2024-02-02 15:59:53,Delivered,1.6,Positive,Traffic
S00753,O0201,A0030,R008,W010,2024-04-19 00:47:10,2024-04-19 18:33:16,Delivered,0,Positive,None
S00754,O0093,A0021,R018,W001,2024-12-07 10:27:07,2024-12-11 01:52:19,Delivered,23,Positive,Weather
S00755,O0007,A0027,R004,W009,2024-06-13 07:37:22,2024-06-15 07:32:10,Delivered,0,Neutral,Traffic
S00756,O0146,A0017,R007,W001,2024-07-23 01:19:06,2024-07-24 21:10:37,Delivered,1,Positive,Weather
S00757,O0112,A0039,R004,W002,2025-05-02 20:16:17,2025-05-05 14:47:52,Delivered,1,Neutral,Technical Issue
S00758,O0290,A0012,R004,W003,2024-12-16 03:14:10,2024-12-18 13:38:52,Delivered,2.5,Positive,Weather
S00759,O0039,A0041,R015,W005,2025-09-17 03:10:50,2025-09-17 14:24:03,Delivered,0.7,Neutral,Weather
S00760,O0038,A0018,R002,W007,2025-05-05 08:07:44,2025-05-14 16:35:38,Delivered,206.4,Positive,Traffic
S00761,O0133,A0017,R006,W008,2025-06-30 18:53:04,2025-07-12 02:21:35,Delivered,238.6,Neutral,Weather
S00762,O0103,A0040,R013,W003,2025-02-22 04:40:46,2025-02-24 04:55:28,Delivered,1.4,Neutral,Traffic
S00763,O0277,A0050,R014,W004,2025-01-06 08:05:09,2025-01-07 20:01:15,Delivered,1.3,Neutral,Traffic
S00764,O0227,A0046,R009,W002,2024-06-07 05:22:44,2024-06-07 23:59:18,Delivered,3.9,Positive,Traffic
S00765,O0129,A0050,R015,W001,2025-03-09 01:00:55,2025-03-09 14:31:03,Delivered,0,Negative,None
S00766,O0001,A0003,R013,W005,2024-04-25 12:55:09,2024-05-01 06:12:46,Delivered,93.4,Neutral,Traffic
S00767,O0295,A0001,R017,W008,2025-08-02 12:19:34,2025-08-05 06:49:35,Delivered,0.9,Positive,Traffic
S00768,O0036,A0035,R008,W001,2024-03-04 02:19:16,2024-03-05 04:29:10,Delivered,1.6,Positive,Weather
S00769,O0275,A0023,R011,W005,2024-10-13 07:16:38,2024-10-14 05:30:55,Delivered,0,Positive,None
S00770,O0047,A0024,R018,W006,2025-08-08 13:42:50,2025-08-11 01:44:16,Delivered,17.5,Neutral,Traffic
S00771,O0149,A0042,R007,W003,2025-01-18 03:56:33,2025-01-29 05:27:52,Delivered,223,Neutral,Traffic
S00772,O0098,A0020,R013,W002,2024-05-04 03:06:17,2024-05-05 16:05:13,Returned,1.6,Positive,Traffic
S00773,O0225,A0048,R007,W003,2024-04-12 23:03:40,2024-04-14 10:38:46,Delivered,1,Positive,Traffic
S00774,O0123,A0032,R013,W002,2025-07-12 02:21:33,2025-07-14 03:42:40,Delivered,5.6,Positive,Technical Issue
S00775,O0274,A0029,R001,W001,2024-08-28 14:00:11,2024-08-29 23:27:38,Delivered,3.3,Positive,Traffic
S00776,O0022,A0026,R004,W004,2025-04-20 00:14:52,2025-04-22 11:04:27,Delivered,0.6,Neutral,Weather
S00777,O0275,A0010,R019,W004,2024-10-10 06:36:37,2024-10-13 05:00:24,Delivered,53.7,Positive,Traffic
S00778,O0251,A0042,R001,W008,2025-03-05 08:03:44,2025-03-07 01:59:28,Delivered,0,Positive,None
S00779,O0067,A0001,R006,W001,2025-06-21 15:03:39,2025-06-23 00:04:19,Returned,0.8,Positive,Weather
S00780,O0088,A0038,R003,W002,2024-07-01 09:06:41,2024-07-02 18:57:51,Delivered,1.7,Positive,Weather
S00781,O0113,A0005,R007,W007,2025-08-14 21:42:57,2025-08-16 12:34:13,Delivered,2.4,Positive,Traffic
S00782,O0295,A0035,R005,W006,2025-07-30 22:06:35,2025-08-01 03:53:00,Delivered,1.1,Positive,Traffic
S00783,O0172,A0005,R004,W005,2024-02-17 17:06:01,2024-02-19 23:40:32,Delivered,2.2,Neutral,Technical Issue
S00784,O0190,A0036,R006,W008,2024-10-01 02:22:05,2024-10-02 13:58:30,Delivered,1,Positive,Weather
S00785,O0052,A0041,R020,W007,2025-07-04 16:54:08,2025-07-08 07:26:00,Delivered,68,Positive,Weather
S00786,O0042,A0001,R001,W003,2024-03-07 12:02:19,2024-03-09 02:00:59,Delivered,1.4,Positive,Traffic
S00787,O0146,A0027,R016,W003,2024-07-23 07:58:35,2024-07-25 07:32:47,Delivered,1.2,Neutral,Traffic
S00788,O0268,A0029,R014,W004,2025-04-01 14:25:11,2025-04-02 19:48:44,Returned,3.6,Positive,Weather
S00789,O0093,A0046,R016,W010,2024-12-03 08:58:44,2024-12-06 11:40:53,In Transit,32.2,Positive,Weather
S00790,O0155,A0023,R014,W001,2024-04-02 18:44:04,2024-04-04 11:12:03,In Transit,3.9,Neutral,Traffic
S00791,O0272,A0007,R020,W006,2024-12-12 03:20:49,2024-12-13 03:03:14,Delivered,5.1,Negative,Traffic
S00792,O0107,A0018,R002,W004,2024-11-25 22:21:44,2024-11-26 23:07:01,Delivered,0.6,Positive,Weather
S00793,O0243,A0032,R006,W003,2025-08-13 14:38:20,2025-08-14 23:15:11,Delivered,0.6,Positive,Traffic
S00794,O0187,A0019,R007,W007,2024-10-24 22:27:52,2024-10-26 17:44:34,Delivered,0.9,Positive,Traffic
S00795,O0233,A0003,R004,W001,2024-02-03 08:04:41,2024-02-05 07:04:05,Delivered,1,Positive,Traffic
S00796,O0015,A0032,R017,W002,2025-01-08 14:29:20,2025-01-14 00:56:37,Delivered,64.4,Negative,Weather
S00797,O0297,A0021,R014,W004,2024-11-21 00:39:38,2024-11-22 02:38:00,Delivered,1.4,Positive,Traffic
S00798,O0057,A0021,R008,W002,2024-03-02 21:00:58,2024-03-05 07:46:43,Delivered,39.3,Positive,Technical Issue
S00799,O0193,A0015,R003,W008,2024-10-10 11:51:29,2024-10-11 11:12:59,Delivered,0.3,Positive,Weather
S00800,O0224,A0010,R007,W010,2024-02-10 11:04:45,2024-02-12 00:20:29,Delivered,0.2,Positive,Weather
S00801,O0070,A0030,R007,W006,2025-04-17 05:58:40,2025-04-18 14:06:08,Delivered,1.7,Positive,Traffic
S00802,O0017,A0045,R019,W001,2024-06-27 00:25:01,2024-06-27 18:21:30,Delivered,0.4,Positive,Technical Issue
S00803,O0239,A0030,R014,W003,2024-01-13 00:56:37,2024-01-14 22:07:42,Delivered,19,Positive,Traffic
S00804,O0081,A0041,R020,W003,2025-04-02 16:12:39,2025-04-05 17:51:36,Delivered,52.7,Positive,Weather
S00805,O0045,A0027,R017,W008,2024-12-06 00:07:06,2024-12-08 00:33:53,Delivered,3.2,Neutral,Traffic
S00806,O0237,A0018,R001,W007,2024-09-09 03:05:59,2024-09-10 16:32:44,Delivered,1.4,Positive,Technical Issue
S00807,O0223,A0038,R008,W010,2025-05-01 10:46:04,2025-05-04 01:04:44,Delivered,42.1,Positive,Weather
S00808,O0214,A0003,R002,W008,2025-05-15 11:33:02,2025-05-16 16:41:06,Delivered,3.7,Positive,Traffic
S00809,O0272,A0026,R016,W002,2024-12-11 02:54:03,2024-12-12 12:20:05,Delivered,1.7,Negative,Traffic
S00810,O0286,A0049,R001,W007,2025-08-24 00:47:48,2025-08-25 12:45:33,Delivered,0.8,Neutral,Weather
S00811,O0123,A0042,R003,W001,2025-07-10 14:01:56,2025-07-11 18:36:08,Returned,0.8,Positive,Technical Issue
S00812,O0236,A0037,R019,W001,2024-07-01 19:45:36,2024-07-03 11:46:21,Delivered,20.9,Positive,Weather
S00813,O0208,A0012,R012,W008,2024-05-20 09:32:53,2024-05-22 11:23:38,Delivered,3.1,Positive,Technical Issue
S00814,O0037,A0025,R011,W009,2025-05-12 13:19:05,2025-05-13 09:08:24,Delivered,0.6,Positive,Traffic
S00815,O0139,A0045,R020,W009,2024-12-28 15:42:20,2024-12-30 03:59:14,Delivered,19.6,Positive,Traffic
S00816,O0042,A0040,R011,W001,2024-03-11 01:33:41,2024-03-14 16:48:22,Delivered,66.3,Positive,Weather
S00817,O0057,A0025,R012,W008,2024-03-05 07:28:56,2024-03-07 09:02:55,Delivered,0.3,Positive,Traffic
S00818,O0090,A0042,R018,W002,2024-04-24 21:22:52,2024-04-26 14:14:17,In Transit,0.4,Positive,Traffic
S00819,O0172,A0016,R018,W002,2024-02-21 19:24:23,2024-02-24 10:29:50,Delivered,12.9,Neutral,Traffic
S00820,O0298,A0045,R007,W004,2024-08-07 18:28:30,2024-08-10 13:50:15,Delivered,36.9,Positive,Weather
S00821,O0258,A0044,R014,W005,2024-09-25 23:35:24,2024-09-27 03:06:15,Delivered,2.6,Neutral,Weather
S00822,O0232,A0032,R017,W009,2024-04-13 09:16:18,2024-04-17 23:43:46,Delivered,62.2,Positive,Weather
S00823,O0273,A0019,R015,W010,2024-03-13 22:34:02,2024-03-14 13:13:55,Delivered,0,Positive,None
S00824,O0235,A0006,R003,W007,2025-06-29 01:30:05,2025-07-07 06:35:38,Delivered,172.5,Neutral,Traffic
S00825,O0040,A0007,R006,W005,2024-07-24 16:44:09,2024-07-26 06:13:14,Delivered,3.2,Positive,Traffic
S00826,O0105,A0034,R001,W005,2024-11-08 10:29:51,2024-11-13 01:43:30,Delivered,73.2,Positive,Weather
S00827,O0243,A0023,R014,W008,2025-08-14 12:32:29,2025-08-16 05:26:10,Delivered,7.8,Positive,Traffic
S00828,O0097,A0005,R001,W004,2024-12-24 10:53:32,2024-12-25 21:40:08,Delivered,3.7,Neutral,Traffic
S00829,O0297,A0022,R011,W008,2024-11-20 08:06:19,2024-11-23 01:57:03,Delivered,43.5,Positive,Traffic
S00830,O0228,A0030,R010,W010,2025-10-02 01:37:50,2025-10-02 17:04:17,Delivered,0.9,Negative,Traffic
S00831,O0134,A0015,R016,W006,2024-01-30 04:46:45,2024-02-01 05:40:48,Delivered,2.4,Positive,Traffic
S00832,O0146,A0030,R006,W010,2024-07-23 22:15:26,2024-07-24 21:38:56,Delivered,0,Positive,None
S00833,O0090,A0046,R005,W003,2024-04-21 18:11:04,2024-04-22 19:42:40,Delivered,3.9,Positive,Traffic
S00834,O0163,A0037,R005,W008,2024-09-09 00:36:28,2024-09-10 07:16:40,Delivered,0.3,Positive,Traffic
S00835,O0288,A0046,R002,W006,2025-03-18 08:59:50,2025-03-19 10:56:58,Delivered,0.8,Positive,Weather
S00836,O0277,A0011,R018,W005,2025-01-01 09:34:12,2025-01-03 07:32:35,Delivered,6.7,Negative,Weather
S00837,O0256,A0050,R005,W008,2025-07-26 18:59:56,2025-07-28 04:39:21,Delivered,5,Positive,Traffic
S00838,O0280,A0033,R011,W005,2025-04-07 23:44:01,2025-04-11 23:51:35,Delivered,80.6,Positive,Weather
S00839,O0294,A0043,R005,W010,2025-01-21 20:50:01,2025-01-23 02:13:10,Delivered,0,Neutral,None
S00840,O0058,A0047,R016,W001,2024-09-30 12:37:33,2024-10-02 02:23:14,Delivered,1.5,Neutral,Traffic
S00841,O0013,A0026,R020,W004,2024-03-15 14:40:50,2024-03-16 11:12:49,In Transit,1.7,Positive,Traffic
S00842,O0029,A0039,R007,W010,2024-05-02 03:38:17,2024-05-05 17:51:09,Delivered,49.8,Positive,Technical Issue
S00843,O0143,A0013,R001,W002,2024-09-24 05:38:58,2024-09-25 11:09:38,Delivered,0.3,Positive,Traffic
S00844,O0045,A0033,R013,W004,2024-12-07 14:08:56,2024-12-09 08:45:27,Delivered,0.7,Positive,Technical Issue
S00845,O0262,A0004,R012,W007,2025-02-23 19:49:03,2025-02-25 19:11:13,In Transit,4.7,Positive,Weather
S00846,O0191,A0001,R010,W006,2024-11-13 08:52:54,2024-11-21 16:01:14,Delivered,185.5,Positive,Weather
S00847,O0288,A0006,R007,W008,2025-03-21 18:44:33,2025-03-25 01:16:31,Delivered,50,Negative,Technical Issue
S00848,O0148,A0011,R014,W007,2024-02-14 10:01:10,2024-02-15 12:46:15,Delivered,2,Positive,Traffic
S00849,O0074,A0014,R010,W008,2025-06-29 12:29:48,2025-06-30 00:37:28,Delivered,0.8,Positive,Weather
S00850,O0193,A0006,R001,W007,2024-10-11 04:10:22,2024-10-13 00:56:22,Delivered,1.8,Negative,Traffic
S00851,O0285,A0030,R019,W003,2024-06-01 09:09:49,2024-06-03 02:31:31,Delivered,26.6,Positive,Traffic
S00852,O0149,A0036,R016,W001,2025-01-16 23:49:02,2025-01-18 10:11:39,Delivered,0.4,Neutral,Technical Issue
S00853,O0287,A0048,R015,W004,2025-06-27 10:49:32,2025-06-27 23:55:54,Delivered,1,Positive,Technical Issue
S00854,O0154,A0041,R016,W002,2025-09-03 20:14:46,2025-09-05 08:30:51,Delivered,2,Positive,Traffic
S00855,O0252,A0045,R008,W001,2025-07-06 23:24:48,2025-07-07 20:16:06,Delivered,0.2,Positive,Traffic
S00856,O0035,A0039,R012,W010,2024-01-24 00:39:52,2024-01-26 13:58:47,Delivered,0.1,Positive,Weather
S00857,O0133,A0041,R016,W002,2025-07-02 19:38:31,2025-07-05 18:35:40,In Transit,36.9,Positive,Technical Issue
S00858,O0009,A0017,R006,W010,2024-04-09 18:23:26,2024-04-10 17:14:13,Delivered,0.6,Positive,Traffic
S00859,O0070,A0023,R006,W001,2025-04-17 11:45:54,2025-04-18 16:51:26,Delivered,0.1,Positive,Technical Issue
S00860,O0183,A0004,R010,W005,2024-04-16 06:49:42,2024-04-20 16:53:07,Delivered,93.1,Positive,Traffic
S00861,O0264,A0013,R006,W002,2024-09-02 01:39:23,2024-09-03 03:28:42,Delivered,1,Positive,Weather
S00862,O0162,A0044,R010,W005,2024-01-23 16:35:12,2024-01-24 06:43:35,Delivered,1.5,Positive,Weather
S00863,O0297,A0023,R005,W001,2024-11-17 07:40:07,2024-11-18 09:10:23,Delivered,0.4,Positive,Weather
S00864,O0249,A0027,R011,W003,2025-03-27 09:08:50,2025-03-28 03:04:55,Delivered,2.3,Positive,Weather
S00865,O0114,A0013,R018,W010,2024-09-12 00:30:40,2024-09-16 05:56:15,Delivered,47.4,Neutral,Weather
S00866,O0283,A0045,R004,W007,2025-05-08 17:24:13,2025-05-10 20:43:03,Delivered,1.9,Positive,Weather
S00867,O0068,A0002,R016,W006,2024-11-19 21:53:27,2024-11-21 12:48:33,Delivered,0,Positive,Traffic
S00868,O0227,A0039,R017,W006,2024-06-08 13:49:02,2024-06-10 19:53:29,Delivered,3,Positive,Technical Issue
S00869,O0061,A0015,R005,W003,2024-11-22 10:19:49,2024-11-23 11:37:08,Delivered,0.6,Positive,Traffic
S00870,O0108,A0009,R003,W007,2024-08-11 22:40:43,2024-08-13 07:40:14,In Transit,2.5,Neutral,Weather
S00871,O0248,A0049,R014,W001,2024-04-11 02:46:13,2024-04-12 05:39:02,Delivered,2,Positive,Technical Issue
S00872,O0263,A0038,R002,W008,2024-02-08 20:17:35,2024-02-09 20:37:49,Delivered,0.6,Positive,Traffic
S00873,O0155,A0043,R001,W002,2024-03-30 08:03:57,2024-03-31 16:28:25,Delivered,3.5,Positive,Weather
S00874,O0103,A0012,R012,W001,2025-02-16 16:03:50,2025-02-20 02:05:55,In Transit,33.4,Positive,Traffic
S00875,O0143,A0038,R012,W006,2024-09-21 07:39:30,2024-09-25 15:31:42,In Transit,52.8,Positive,Weather
S00876,O0124,A0033,R019,W002,2025-01-28 02:36:45,2025-01-29 13:59:47,Delivered,17,Positive,Traffic
S00877,O0271,A0014,R007,W005,2024-08-07 18:55:11,2024-08-09 14:47:19,Delivered,0.2,Positive,Traffic
S00878,O0051,A0014,R017,W008,2024-12-16 01:26:13,2024-12-17 19:48:02,In Transit,0,Positive,None
S00879,O0055,A0012,R012,W007,2024-01-19 11:11:49,2024-01-21 19:12:27,Delivered,1.9,Positive,Traffic
S00880,O0209,A0008,R011,W002,2024-02-03 02:57:17,2024-02-03 19:25:33,Delivered,0.6,Positive,Traffic
S00881,O0254,A0049,R012,W005,2024-11-02 13:48:38,2024-11-04 05:09:12,In Transit,1.1,Neutral,Traffic
S00882,O0253,A0008,R013,W005,2024-10-10 03:51:01,2024-10-14 11:13:03,Delivered,59.7,Neutral,Traffic
S00883,O0228,A0015,R018,W007,2025-10-03 06:03:11,2025-10-05 02:02:47,Delivered,1.6,Positive,Traffic
S00884,O0036,A0031,R012,W003,2024-03-01 02:40:12,2024-03-03 16:14:19,Delivered,3.5,Neutral,Technical Issue
S00885,O0203,A0029,R017,W002,2025-04-10 08:25:33,2025-04-12 04:38:44,Delivered,1.4,Positive,Technical Issue
S00886,O0053,A0048,R006,W002,2024-10-15 00:05:31,2024-10-16 13:06:37,Delivered,3.1,Positive,Weather
S00887,O0207,A0008,R008,W007,2025-04-02 20:03:03,2025-04-03 20:59:45,Delivered,0.2,Positive,Weather
S00888,O0298,A0038,R009,W007,2024-08-07 22:57:27,2024-08-08 15:06:27,Delivered,1.7,Positive,Traffic
S00889,O0208,A0032,R017,W005,2024-05-16 03:02:21,2024-05-18 04:00:38,Delivered,0.1,Positive,Traffic
S00890,O0129,A0032,R016,W004,2025-03-11 00:29:48,2025-03-12 13:00:53,Delivered,0,Positive,None
S00891,O0028,A0005,R016,W001,2025-06-26 23:05:05,2025-06-28 23:55:42,Delivered,3.1,Neutral,Weather
S00892,O0168,A0010,R010,W010,2024-07-12 10:28:51,2024-07-16 01:42:41,Delivered,71.2,Positive,Traffic
S00893,O0267,A0050,R016,W008,2025-02-22 20:52:23,2025-02-24 14:33:42,Delivered,1.5,Positive,Weather
S00894,O0252,A0033,R009,W009,2025-07-09 09:00:01,2025-07-10 11:44:43,Delivered,4.8,Positive,Technical Issue
S00895,O0017,A0028,R004,W007,2024-06-28 06:53:59,2024-07-02 22:01:14,Delivered,61.2,Positive,Traffic
S00896,O0227,A0030,R002,W001,2024-06-08 22:59:30,2024-06-09 21:24:05,Delivered,1.3,Positive,Traffic
S00897,O0156,A0046,R006,W008,2025-04-24 01:38:38,2025-04-25 15:42:03,In Transit,6,Negative,Traffic
S00898,O0200,A0032,R004,W010,2024-12-28 08:43:40,2024-12-30 17:40:02,Delivered,0.9,Negative,Weather
S00899,O0277,A0037,R016,W008,2025-01-05 14:21:13,2025-01-06 21:35:30,Delivered,0.5,Positive,Traffic
